route,template,intent,primary_keyword,entity,source,owner,status,indexability,canonical,last_verified,quality_score
/vrv-vrf/components/copper-pipes/,vrf-component,Назначение компонента copper-pipes,компонент VRF copper-pipes,copper-pipes,official manuals required,engineering,draft,noindex,/vrv-vrf/components/copper-pipes/,2026-08-20,20
/vrv-vrf/components/thermal-insulation/,vrf-component,Назначение компонента thermal-insulation,компонент VRF thermal-insulation,thermal-insulation,official manuals required,engineering,draft,noindex,/vrv-vrf/components/thermal-insulation/,2026-08-20,20
/vrv-vrf/components/drainage/,vrf-component,Назначение компонента drainage,компонент VRF drainage,drainage,official manuals required,engineering,draft,noindex,/vrv-vrf/components/drainage/,2026-08-20,20
/vrv-vrf/components/condensate-pumps/,vrf-component,Назначение компонента condensate-pumps,компонент VRF condensate-pumps,condensate-pumps,official manuals required,engineering,draft,noindex,/vrv-vrf/components/condensate-pumps/,2026-08-20,20
/vrv-vrf/components/wired-controllers/,vrf-component,Назначение компонента wired-controllers,компонент VRF wired-controllers,wired-controllers,official manuals required,engineering,draft,noindex,/vrv-vrf/components/wired-controllers/,2026-08-20,20
/vrv-vrf/components/wireless-controllers/,vrf-component,Назначение компонента wireless-controllers,компонент VRF wireless-controllers,wireless-controllers,official manuals required,engineering,draft,noindex,/vrv-vrf/components/wireless-controllers/,2026-08-20,20
/vrv-vrf/components/central-controllers/,vrf-component,Назначение компонента central-controllers,компонент VRF central-controllers,central-controllers,official manuals required,engineering,draft,noindex,/vrv-vrf/components/central-controllers/,2026-08-20,20
/vrv-vrf/components/gateways/,vrf-component,Назначение компонента gateways,компонент VRF gateways,gateways,official manuals required,engineering,draft,noindex,/vrv-vrf/components/gateways/,2026-08-20,20
/vrv-vrf/components/bms-modbus/,vrf-component,Назначение компонента bms-modbus,компонент VRF bms-modbus,bms-modbus,official manuals required,engineering,draft,noindex,/vrv-vrf/components/bms-modbus/,2026-08-20,20
/vrv-vrf/components/bms-bacnet/,vrf-component,Назначение компонента bms-bacnet,компонент VRF bms-bacnet,bms-bacnet,official manuals required,engineering,draft,noindex,/vrv-vrf/components/bms-bacnet/,2026-08-20,20
/vrv-vrf/components/power-metering/,vrf-component,Назначение компонента power-metering,компонент VRF power-metering,power-metering,official manuals required,engineering,draft,noindex,/vrv-vrf/components/power-metering/,2026-08-20,20
/vrv-vrf/components/refrigerant/,vrf-component,Назначение компонента refrigerant,компонент VRF refrigerant,refrigerant,official manuals required,engineering,draft,noindex,/vrv-vrf/components/refrigerant/,2026-08-20,20
/vrv-vrf/components/oil-management/,vrf-component,Назначение компонента oil-management,компонент VRF oil-management,oil-management,official manuals required,engineering,draft,noindex,/vrv-vrf/components/oil-management/,2026-08-20,20
/vrv-vrf/components/service-tools/,vrf-component,Назначение компонента service-tools,компонент VRF service-tools,service-tools,official manuals required,engineering,draft,noindex,/vrv-vrf/components/service-tools/,2026-08-20,20
/vrv-vrf/components/safety-components/,vrf-component,Назначение компонента safety-components,компонент VRF safety-components,safety-components,official manuals required,engineering,draft,noindex,/vrv-vrf/components/safety-components/,2026-08-20,20
/vrv-vrf/engineering/site-survey/,engineering-guide,Инженерный узел: site-survey,проектирование VRF site-survey,site-survey,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/site-survey/,2026-08-20,20
/vrv-vrf/engineering/heat-gain-calculation/,engineering-guide,Инженерный узел: heat-gain-calculation,проектирование VRF heat-gain-calculation,heat-gain-calculation,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/heat-gain-calculation/,2026-08-20,20
/vrv-vrf/engineering/zoning/,engineering-guide,Инженерный узел: zoning,проектирование VRF zoning,zoning,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/zoning/,2026-08-20,20
/vrv-vrf/engineering/simultaneity-factor/,engineering-guide,Инженерный узел: simultaneity-factor,проектирование VRF simultaneity-factor,simultaneity-factor,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/simultaneity-factor/,2026-08-20,20
/vrv-vrf/engineering/capacity-index/,engineering-guide,Инженерный узел: capacity-index,проектирование VRF capacity-index,capacity-index,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/capacity-index/,2026-08-20,20
/vrv-vrf/engineering/pipe-sizing/,engineering-guide,Инженерный узел: pipe-sizing,проектирование VRF pipe-sizing,pipe-sizing,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/pipe-sizing/,2026-08-20,20
/vrv-vrf/engineering/maximum-pipe-length/,engineering-guide,Инженерный узел: maximum-pipe-length,проектирование VRF maximum-pipe-length,maximum-pipe-length,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/maximum-pipe-length/,2026-08-20,20
/vrv-vrf/engineering/height-difference/,engineering-guide,Инженерный узел: height-difference,проектирование VRF height-difference,height-difference,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/height-difference/,2026-08-20,20
/vrv-vrf/engineering/refnet-selection/,engineering-guide,Инженерный узел: refnet-selection,проектирование VRF refnet-selection,refnet-selection,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/refnet-selection/,2026-08-20,20
/vrv-vrf/engineering/refrigerant-charge/,engineering-guide,Инженерный узел: refrigerant-charge,проектирование VRF refrigerant-charge,refrigerant-charge,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/refrigerant-charge/,2026-08-20,20
/vrv-vrf/engineering/oil-return/,engineering-guide,Инженерный узел: oil-return,проектирование VRF oil-return,oil-return,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/oil-return/,2026-08-20,20
/vrv-vrf/engineering/drainage-design/,engineering-guide,Инженерный узел: drainage-design,проектирование VRF drainage-design,drainage-design,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/drainage-design/,2026-08-20,20
/vrv-vrf/engineering/fresh-air-integration/,engineering-guide,Инженерный узел: fresh-air-integration,проектирование VRF fresh-air-integration,fresh-air-integration,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/fresh-air-integration/,2026-08-20,20
/vrv-vrf/engineering/electrical-loads/,engineering-guide,Инженерный узел: electrical-loads,проектирование VRF electrical-loads,electrical-loads,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/electrical-loads/,2026-08-20,20
/vrv-vrf/engineering/single-line-diagram/,engineering-guide,Инженерный узел: single-line-diagram,проектирование VRF single-line-diagram,single-line-diagram,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/single-line-diagram/,2026-08-20,20
/vrv-vrf/engineering/control-cabling/,engineering-guide,Инженерный узел: control-cabling,проектирование VRF control-cabling,control-cabling,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/control-cabling/,2026-08-20,20
/vrv-vrf/engineering/central-control/,engineering-guide,Инженерный узел: central-control,проектирование VRF central-control,central-control,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/central-control/,2026-08-20,20
/vrv-vrf/engineering/bms-integration/,engineering-guide,Инженерный узел: bms-integration,проектирование VRF bms-integration,bms-integration,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/bms-integration/,2026-08-20,20
/vrv-vrf/engineering/noise-assessment/,engineering-guide,Инженерный узел: noise-assessment,проектирование VRF noise-assessment,noise-assessment,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/noise-assessment/,2026-08-20,20
/vrv-vrf/engineering/vibration-isolation/,engineering-guide,Инженерный узел: vibration-isolation,проектирование VRF vibration-isolation,vibration-isolation,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/vibration-isolation/,2026-08-20,20
/vrv-vrf/engineering/facade-restrictions/,engineering-guide,Инженерный узел: facade-restrictions,проектирование VRF facade-restrictions,facade-restrictions,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/facade-restrictions/,2026-08-20,20
/vrv-vrf/engineering/roof-placement/,engineering-guide,Инженерный узел: roof-placement,проектирование VRF roof-placement,roof-placement,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/roof-placement/,2026-08-20,20
/vrv-vrf/engineering/service-access/,engineering-guide,Инженерный узел: service-access,проектирование VRF service-access,service-access,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/service-access/,2026-08-20,20
/vrv-vrf/engineering/pressure-testing/,engineering-guide,Инженерный узел: pressure-testing,проектирование VRF pressure-testing,pressure-testing,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/pressure-testing/,2026-08-20,20
/vrv-vrf/engineering/vacuuming/,engineering-guide,Инженерный узел: vacuuming,проектирование VRF vacuuming,vacuuming,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/vacuuming/,2026-08-20,20
/vrv-vrf/engineering/additional-charge/,engineering-guide,Инженерный узел: additional-charge,проектирование VRF additional-charge,additional-charge,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/additional-charge/,2026-08-20,20
/vrv-vrf/engineering/addressing/,engineering-guide,Инженерный узел: addressing,проектирование VRF addressing,addressing,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/addressing/,2026-08-20,20
/vrv-vrf/engineering/commissioning/,engineering-guide,Инженерный узел: commissioning,проектирование VRF commissioning,commissioning,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/commissioning/,2026-08-20,20
/vrv-vrf/engineering/as-built-documentation/,engineering-guide,Инженерный узел: as-built-documentation,проектирование VRF as-built-documentation,as-built-documentation,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/as-built-documentation/,2026-08-20,20
/vrv-vrf/engineering/maintenance-plan/,engineering-guide,Инженерный узел: maintenance-plan,проектирование VRF maintenance-plan,maintenance-plan,official manuals and project inputs required,engineering,draft,noindex,/vrv-vrf/engineering/maintenance-plan/,2026-08-20,20
/services/ac-selection/,service,Коммерческий запрос на услугу ac-selection,услуга ac-selection,ac-selection,business terms and qualification required,commercial,draft,noindex,/services/ac-selection/,2026-08-20,20
/services/site-survey/,service,Коммерческий запрос на услугу site-survey,услуга site-survey,site-survey,business terms and qualification required,commercial,draft,noindex,/services/site-survey/,2026-08-20,20
/services/split-installation/,service,Коммерческий запрос на услугу split-installation,услуга split-installation,split-installation,business terms and qualification required,commercial,draft,noindex,/services/split-installation/,2026-08-20,20
/services/multi-split-design/,service,Коммерческий запрос на услугу multi-split-design,услуга multi-split-design,multi-split-design,business terms and qualification required,commercial,draft,noindex,/services/multi-split-design/,2026-08-20,20
/services/multi-split-installation/,service,Коммерческий запрос на услугу multi-split-installation,услуга multi-split-installation,multi-split-installation,business terms and qualification required,commercial,draft,noindex,/services/multi-split-installation/,2026-08-20,20
/services/vrf-design/,service,Коммерческий запрос на услугу vrf-design,услуга vrf-design,vrf-design,business terms and qualification required,commercial,draft,noindex,/services/vrf-design/,2026-08-20,20
/services/vrf-installation/,service,Коммерческий запрос на услугу vrf-installation,услуга vrf-installation,vrf-installation,business terms and qualification required,commercial,draft,noindex,/services/vrf-installation/,2026-08-20,20
/services/ventilation-design/,service,Коммерческий запрос на услугу ventilation-design,услуга ventilation-design,ventilation-design,business terms and qualification required,commercial,draft,noindex,/services/ventilation-design/,2026-08-20,20
/services/ventilation-installation/,service,Коммерческий запрос на услугу ventilation-installation,услуга ventilation-installation,ventilation-installation,business terms and qualification required,commercial,draft,noindex,/services/ventilation-installation/,2026-08-20,20
/services/commissioning/,service,Коммерческий запрос на услугу commissioning,услуга commissioning,commissioning,business terms and qualification required,commercial,draft,noindex,/services/commissioning/,2026-08-20,20
/services/pressure-testing/,service,Коммерческий запрос на услугу pressure-testing,услуга pressure-testing,pressure-testing,business terms and qualification required,commercial,draft,noindex,/services/pressure-testing/,2026-08-20,20
/services/vacuuming/,service,Коммерческий запрос на услугу vacuuming,услуга vacuuming,vacuuming,business terms and qualification required,commercial,draft,noindex,/services/vacuuming/,2026-08-20,20
/services/maintenance/,service,Коммерческий запрос на услугу maintenance,услуга maintenance,maintenance,business terms and qualification required,commercial,draft,noindex,/services/maintenance/,2026-08-20,20
/services/diagnostics/,service,Коммерческий запрос на услугу diagnostics,услуга diagnostics,diagnostics,business terms and qualification required,commercial,draft,noindex,/services/diagnostics/,2026-08-20,20
/services/repair/,service,Коммерческий запрос на услугу repair,услуга repair,repair,business terms and qualification required,commercial,draft,noindex,/services/repair/,2026-08-20,20
/services/filter-service/,service,Коммерческий запрос на услугу filter-service,услуга filter-service,filter-service,business terms and qualification required,commercial,draft,noindex,/services/filter-service/,2026-08-20,20
/services/seasonal-startup/,service,Коммерческий запрос на услугу seasonal-startup,услуга seasonal-startup,seasonal-startup,business terms and qualification required,commercial,draft,noindex,/services/seasonal-startup/,2026-08-20,20
/services/equipment-audit/,service,Коммерческий запрос на услугу equipment-audit,услуга equipment-audit,equipment-audit,business terms and qualification required,commercial,draft,noindex,/services/equipment-audit/,2026-08-20,20
/services/bms-integration/,service,Коммерческий запрос на услугу bms-integration,услуга bms-integration,bms-integration,business terms and qualification required,commercial,draft,noindex,/services/bms-integration/,2026-08-20,20
